Place,Player,Age,Tm,Pos,Votes,Vote%,1st,2nd,3rd,4th,5th,G,A,PTS,+/-,W,L,T/O,GAA,SV%,OPS,DPS,GPS,PS,season
1,Dominik Hasek,32,BUF,G,519,96.11,50,2,1,0,0,0,3,3,0.0,37.0,20.0,10.0,2.27,0.93,0.0,0.0,17.2,17.2,19961997
2,Paul Kariya,22,MDA,LW,239,44.26,3,21,9,4,5,44,55,99,36.0,,,,,,10.6,2.0,0.0,12.6,19961997
3,Mario Lemieux,31,PIT,C,181,33.52,1,11,12,10,4,50,72,122,27.0,,,,,,12.8,1.7,0.0,14.5,19961997
4,Martin Brodeur,24,NJD,G,115,21.3,0,7,6,11,3,0,4,4,0.0,37.0,14.0,13.0,1.88,0.927,0.0,0.0,12.4,12.4,19961997
5,Teemu Selanne,26,MDA,RW,70,12.96,0,3,6,5,4,51,58,109,28.0,,,,,,11.8,1.9,0.0,13.7,19961997
6,John LeClair,27,PHI,LW,66,12.22,0,4,5,2,7,50,47,97,44.0,,,,,,10.6,2.4,0.0,13.0,19961997
7,Mike Modano,26,DAL,C,44,8.15,0,0,3,7,8,35,48,83,43.0,,,,,,7.8,2.4,0.0,10.2,19961997
8,Patrick Roy,31,COL,G,31,5.74,0,2,2,0,7,0,1,1,0.0,38.0,15.0,7.0,2.32,0.923,0.0,0.0,13.5,13.5,19961997
9,Eric Lindros,23,PHI,C,30,5.56,0,2,2,1,3,32,47,79,31.0,,,,,,8.4,1.6,0.0,10.0,19961997
10,Keith Tkachuk,24,PHX,LW,25,4.63,0,0,2,4,3,52,34,86,-1.0,,,,,,9.7,1.2,0.0,10.9,19961997
11,Peter Forsberg,23,COL,C,17,3.15,0,0,2,2,1,28,58,86,31.0,,,,,,8.1,1.9,0.0,10.0,19961997
12,Ziggy Palffy,24,NYI,RW,16,2.96,0,1,1,1,1,48,42,90,21.0,,,,,,10.2,1.8,0.0,12.0,19961997
13,Jaromir Jagr,24,PIT,RW,15,2.78,0,1,1,0,3,47,48,95,22.0,,,,,,10.6,1.4,0.0,12.0,19961997
14,Joe Sakic,27,COL,C,10,1.85,0,0,0,3,1,22,52,74,-10.0,,,,,,6.4,0.5,0.0,6.9,19961997
15,Wayne Gretzky,36,NYR,C,8,1.48,0,0,1,1,0,25,72,97,12.0,,,,,,8.2,1.3,0.0,9.5,19961997
16,Brian Leetch,28,NYR,D,6,1.11,0,0,0,2,0,20,58,78,31.0,,,,,,7.5,5.6,0.0,13.1,19961997
17,Tony Amonte,26,CHI,RW,5,0.93,0,0,1,0,0,41,36,77,35.0,,,,,,7.9,2.2,0.0,10.1,19961997
18,Mats Sundin,25,TOR,C,3,0.56,0,0,0,1,0,41,53,94,6.0,,,,,,9.7,1.3,0.0,11.0,19961997
19,Doug Gilmour,33,TOT,C,1,0.19,0,0,0,0,1,22,60,82,2.0,,,,,,6.7,1.2,0.0,7.9,19961997
19,Guy Hebert,30,MDA,G,1,0.19,0,0,0,0,1,0,1,1,0.0,29.0,25.0,12.0,2.67,0.919,0.0,0.0,14.7,14.7,19961997
19,Mike Richter,30,NYR,G,1,0.19,0,0,0,0,1,0,0,0,0.0,33.0,22.0,6.0,2.69,0.917,0.0,0.0,13.0,13.0,19961997
19,Brendan Shanahan,28,TOT,LW,1,0.19,0,0,0,0,1,47,41,88,32.0,,,,,,9.3,2.3,0.0,11.6,19961997
1,Dominik Hasek,33,BUF,G,499,92.41,43,7,4,0,0,0,2,2,0.0,33.0,23.0,13.0,2.09,0.932,0.0,0.0,18.6,18.6,19971998
2,Jaromir Jagr,25,PIT,RW,308,57.04,4,25,16,4,1,35,67,102,17.0,,,,,,10.9,1.7,0.0,12.6,19971998
3,Teemu Selanne,27,MDA,RW,247,45.74,5,14,16,4,7,52,34,86,12.0,,,,,,12.0,1.3,0.0,13.3,19971998
4,Martin Brodeur,25,NJD,G,115,21.3,1,5,7,8,11,0,3,3,0.0,43.0,17.0,8.0,1.89,0.917,0.0,0.0,11.1,11.1,19971998
5,Wayne Gretzky,37,NYR,C,46,8.52,1,0,1,9,4,23,67,90,-11.0,,,,,,8.2,0.9,0.0,9.1,19971998
6,Peter Bondra,29,WSH,RW,40,7.41,0,1,3,5,3,52,26,78,14.0,,,,,,10.5,1.6,0.0,12.1,19971998
7,John LeClair,28,PHI,LW,34,6.3,0,0,3,5,4,51,36,87,30.0,,,,,,11.0,2.1,0.0,13.1,19971998
8,Peter Forsberg,24,COL,C,26,4.81,0,0,0,7,5,25,66,91,6.0,,,,,,9.0,1.1,0.0,10.1,19971998
9,Jason Allison,22,BOS,C,18,3.33,0,1,1,1,3,33,50,83,33.0,,,,,,8.9,2.4,0.0,11.3,19971998
10,Rob Blake,28,LAK,D,17,3.15,0,0,1,2,5,23,27,50,-3.0,,,,,,5.9,3.0,0.0,8.8,19971998
11,Olaf Kolzig,27,WSH,G,8,1.48,0,0,1,1,0,0,1,1,0.0,33.0,18.0,10.0,2.2,0.92,0.0,0.0,12.7,12.7,19971998
12,Byron Dafoe,26,BOS,G,7,1.3,0,1,0,0,0,0,3,3,0.0,30.0,25.0,9.0,2.24,0.914,0.0,0.0,10.8,10.8,19971998
12,Joe Nieuwendyk,31,DAL,C,7,1.3,0,0,1,0,2,39,30,69,16.0,,,,,,8.4,1.7,0.0,10.0,19971998
12,Nicklas Lidstrom,27,DET,D,7,1.3,0,0,0,2,1,17,42,59,22.0,,,,,,6.1,5.5,0.0,11.6,19971998
15,Ron Francis,34,PIT,C,6,1.11,0,0,0,2,0,25,62,87,12.0,,,,,,8.2,1.6,0.0,9.8,19971998
15,Chris Pronger,23,STL,D,6,1.11,0,0,0,2,0,9,27,36,47.0,,,,,,2.9,7.3,0.0,10.3,19971998
15,Ed Belfour,32,DAL,G,6,1.11,0,0,0,1,3,0,0,0,0.0,37.0,12.0,10.0,1.88,0.916,0.0,0.0,9.3,9.3,19971998
18,Tom Barrasso,32,PIT,G,3,0.56,0,0,0,1,0,0,2,2,0.0,31.0,14.0,13.0,2.07,0.922,0.0,0.0,11.8,11.8,19971998
19,Steve Yzerman,32,DET,C,2,0.37,0,0,0,0,2,24,45,69,3.0,,,,,,6.7,0.9,0.0,7.6,19971998
20,Bobby Holik,27,NJD,C,1,0.19,0,0,0,0,1,29,36,65,23.0,,,,,,6.5,2.1,0.0,8.6,19971998
20,Curtis Joseph,30,EDM,G,1,0.19,0,0,0,0,1,0,2,2,0.0,29.0,31.0,9.0,2.63,0.905,0.0,0.0,11.0,11.0,19971998
1,Jaromir Jagr,26,PIT,RW,543,96.96,51,4,1,0,0,44,83,127,17.0,,,,,,11.9,2.7,0.0,14.6,19981999
2,Alexei Yashin,25,OTT,C,226,40.36,0,23,9,5,5,44,50,94,16.0,,,,,,9.6,2.4,0.0,12.0,19981999
3,Dominik Hasek,34,BUF,G,172,30.71,4,10,8,5,7,0,0,0,0.0,30.0,18.0,14.0,1.87,0.937,0.0,0.0,16.8,16.8,19981999
4,Curtis Joseph,31,TOR,G,118,21.07,1,5,10,7,2,0,5,5,0.0,35.0,24.0,7.0,2.56,0.91,0.0,0.0,11.6,11.6,19981999
5,Teemu Selanne,28,MDA,RW,111,19.82,0,3,14,5,5,47,60,107,18.0,,,,,,11.6,2.7,0.0,14.3,19981999
6,Eric Lindros,25,PHI,C,77,13.75,0,4,5,6,6,40,53,93,35.0,,,,,,9.2,3.1,0.0,12.4,19981999
7,Peter Forsberg,25,COL,C,61,10.89,0,3,4,5,5,30,67,97,27.0,,,,,,8.0,2.8,0.0,10.8,19981999
8,Paul Kariya,24,MDA,LW,48,8.57,0,2,2,6,6,39,62,101,17.0,,,,,,9.1,3.1,0.0,12.2,19981999
9,Byron Dafoe,27,BOS,G,40,7.14,0,1,1,7,7,0,2,2,0.0,32.0,23.0,11.0,2.0,0.926,0.0,0.0,14.1,14.1,19981999
10,Al MacInnis,35,STL,D,24,4.29,0,1,1,3,3,20,42,62,33.0,,,,,,6.0,7.7,0.0,13.6,19981999
11,Mike Modano,28,DAL,C,13,2.32,0,0,0,3,4,34,47,81,29.0,,,,,,7.6,3.1,0.0,10.7,19981999
12,Pavol Demitra,24,STL,LW,7,1.25,0,0,0,2,1,37,52,89,13.0,,,,,,8.5,2.2,0.0,10.7,19981999
12,Steve Yzerman,33,DET,C,7,1.25,0,0,1,0,2,29,45,74,8.0,,,,,,5.8,2.0,0.0,7.8,19981999
14,Ron Tugnutt,31,OTT,G,4,0.71,0,0,0,1,1,0,0,0,0.0,22.0,10.0,8.0,1.79,0.925,0.0,0.0,7.8,7.8,19981999
15,Joe Sakic,29,COL,C,3,0.54,0,0,0,1,0,41,55,96,23.0,,,,,,8.9,2.7,0.0,11.6,19981999
16,Martin Brodeur,26,NJD,G,1,0.18,0,0,0,0,1,0,4,4,0.0,39.0,21.0,10.0,2.29,0.906,0.0,0.0,9.8,9.8,19981999
16,Mats Sundin,27,TOR,C,1,0.18,0,0,0,0,1,31,52,83,22.0,,,,,,7.2,1.7,0.0,8.9,19981999
1,Chris Pronger,25,STL,D,396,68.28,25,9,11,8,4,14,48,62,52.0,,,,,,5.2,9.6,0.0,14.8,19992000
2,Jaromir Jagr,27,PIT,RW,395,68.1,18,22,9,4,4,42,54,96,25.0,,,,,,9.9,2.3,0.0,12.2,19992000
3,Pavel Bure,28,FLA,RW,346,59.66,11,18,16,9,3,58,36,94,25.0,,,,,,10.7,2.8,0.0,13.5,19992000
4,Olaf Kolzig,29,WSH,G,139,23.97,2,3,12,10,8,0,2,2,0.0,41.0,20.0,11.0,2.24,0.917,0.0,0.0,14.6,14.6,19992000
5,Owen Nolan,27,SJS,RW,62,10.69,1,0,3,7,16,44,40,84,-1.0,,,,,,8.6,1.8,0.0,10.5,19992000
6,Roman Turek,29,STL,G,30,5.17,0,2,1,3,2,0,1,1,0.0,42.0,15.0,9.0,1.95,0.912,0.0,0.0,10.2,10.2,19992000
6,Mark Recchi,31,PHI,RW,30,5.17,0,1,2,3,4,28,63,91,20.0,,,,,,7.6,3.1,0.0,10.7,19992000
8,Steve Yzerman,34,DET,C,26,4.48,1,0,1,3,2,35,44,79,28.0,,,,,,7.3,2.5,0.0,9.8,19992000
9,Nicklas Lidstrom,29,DET,D,22,3.79,0,1,0,4,3,20,53,73,19.0,,,,,,7.1,5.8,0.0,13.0,19992000
10,Mike Modano,29,DAL,C,21,3.62,0,2,0,2,1,38,43,81,0.0,,,,,,7.3,2.5,0.0,9.7,19992000
11,Curtis Joseph,32,TOR,G,16,2.76,0,0,2,1,3,0,1,1,0.0,36.0,20.0,7.0,2.49,0.915,0.0,0.0,13.4,13.4,19992000
12,Martin Brodeur,27,NJD,G,6,1.03,0,0,0,1,3,1,4,5,0.0,43.0,20.0,8.0,2.24,0.91,0.0,0.0,12.1,12.1,19992000
13,Chris Simon,28,WSH,LW,5,0.86,0,0,1,0,0,29,20,49,11.0,,,,,,4.9,1.6,0.0,6.6,19992000
14,Joe Sakic,30,COL,C,4,0.69,0,0,0,1,1,28,53,81,30.0,,,,,,7.4,2.7,0.0,10.1,19992000
15,Brendan Shanahan,31,DET,LW,3,0.52,0,0,0,1,0,41,37,78,24.0,,,,,,8.3,2.2,0.0,10.5,19992000
15,Ed Belfour,34,DAL,G,3,0.52,0,0,0,0,3,0,3,3,0.0,32.0,21.0,7.0,2.1,0.919,0.0,0.0,12.1,12.1,19992000
17,Patrik Elias,23,NJD,LW,1,0.17,0,0,0,0,1,35,37,72,16.0,,,,,,7.4,2.0,0.0,9.4,19992000
17,Dominik Hasek,35,BUF,G,1,0.17,0,0,0,0,1,0,1,1,0.0,15.0,11.0,6.0,2.21,0.919,0.0,0.0,7.2,7.2,19992000
17,Jarome Iginla,22,CGY,RW,1,0.17,0,0,0,0,1,29,34,63,0.0,,,,,,5.4,1.5,0.0,7.0,19992000
17,Adam Oates,37,WSH,C,1,0.17,0,0,0,0,1,15,56,71,13.0,,,,,,3.9,2.4,0.0,6.3,19992000
1,Joe Sakic,31,COL,C,582,93.87,53,6,2,1,0,54,64,118,45.0,,,,,,12.2,3.6,0.0,15.9,20002001
2,Mario Lemieux,35,PIT,C,272,43.87,8,17,10,6,5,35,41,76,15.0,,,,,,8.3,1.3,0.0,9.5,20002001
3,Jaromir Jagr,28,PIT,RW,210,33.87,0,20,10,5,5,52,69,121,19.0,,,,,,12.1,2.0,0.0,14.1,20002001
4,Roman Cechmanek,29,PHI,G,89,14.35,0,2,8,10,5,0,1,1,0.0,35.0,15.0,6.0,2.01,0.921,0.0,0.0,11.9,11.9,20002001
5,Martin Brodeur,28,NJD,G,64,10.32,0,4,4,4,4,0,1,1,0.0,42.0,17.0,11.0,2.32,0.906,0.0,0.0,11.3,11.3,20002001
6,Patrik Elias,24,NJD,LW,61,9.84,0,3,4,5,5,40,56,96,45.0,,,,,,9.5,3.0,0.0,12.5,20002001
6,Doug Weight,30,EDM,C,61,9.84,0,2,7,2,6,25,65,90,12.0,,,,,,6.8,2.2,0.0,9.0,20002001
8,Dominik Hasek,36,BUF,G,42,6.77,0,3,2,3,2,0,3,3,0.0,37.0,24.0,4.0,2.11,0.921,0.0,0.0,13.9,13.9,20002001
9,Pavel Bure,29,FLA,RW,41,6.61,0,0,4,5,6,59,33,92,-2.0,,,,,,9.5,2.4,0.0,11.9,20002001
10,Nicklas Lidstrom,30,DET,D,38,6.13,0,2,1,6,1,15,56,71,9.0,,,,,,6.4,5.8,0.0,12.2,20002001
11,Markus Naslund,27,VAN,RW,20,3.23,1,1,0,0,3,41,34,75,-2.0,,,,,,8.2,1.3,0.0,9.5,20002001
12,Sean Burke,34,PHX,G,17,2.74,0,0,2,1,4,0,1,1,0.0,25.0,22.0,13.0,2.27,0.922,0.0,0.0,14.4,14.4,20002001
12,Mike Modano,30,DAL,C,17,2.74,0,0,1,3,3,33,51,84,26.0,,,,,,6.9,3.2,0.0,10.2,20002001
14,Alexei Yashin,27,OTT,C,15,2.42,0,0,2,1,2,40,48,88,10.0,,,,,,8.6,1.9,0.0,10.5,20002001
15,Scott Stevens,36,NJD,D,13,2.1,0,0,2,1,0,9,22,31,40.0,,,,,,1.9,6.1,0.0,8.1,20002001
16,Alex Kovalev,27,PIT,RW,10,1.61,0,1,0,1,0,44,51,95,12.0,,,,,,8.8,1.7,0.0,10.5,20002001
16,Tommy Salo,29,EDM,G,10,1.61,0,0,2,0,0,0,1,1,0.0,36.0,25.0,12.0,2.46,0.904,0.0,0.0,11.5,11.5,20002001
18,Evgeni Nabokov,25,SJS,G,8,1.29,0,0,1,0,3,0,2,2,0.0,32.0,21.0,7.0,2.19,0.915,0.0,0.0,11.7,11.7,20002001
19,Sergei Fedorov,31,DET,C,7,1.13,0,1,0,0,0,32,37,69,12.0,,,,,,6.0,2.3,0.0,8.2,20002001
19,Peter Bondra,32,WSH,LW,7,1.13,0,0,0,1,4,45,36,81,8.0,,,,,,8.0,2.3,0.0,10.3,20002001
21,Jason Allison,25,BOS,C,4,0.65,0,0,0,1,1,36,59,95,-8.0,,,,,,8.1,1.8,0.0,9.9,20002001
21,Steve Yzerman,35,DET,C,4,0.65,0,0,0,1,1,18,34,52,4.0,,,,,,3.9,1.5,0.0,5.4,20002001
23,Rob Blake,31,TOT,D,3,0.48,0,0,0,1,0,19,40,59,3.0,,,,,,6.0,3.5,0.0,9.5,20002001
23,Brett Hull,36,DAL,RW,3,0.48,0,0,0,1,0,39,40,79,10.0,,,,,,8.2,2.1,0.0,10.3,20002001
23,Patrick Lalime,26,OTT,G,3,0.48,0,0,0,1,0,0,1,1,0.0,36.0,19.0,5.0,2.35,0.914,0.0,0.0,12.0,12.0,20002001
23,Keith Primeau,29,PHI,C,3,0.48,0,0,0,1,0,34,39,73,17.0,,,,,,7.2,2.1,0.0,9.3,20002001
23,Mark Recchi,32,PHI,RW,3,0.48,0,0,0,1,0,27,50,77,15.0,,,,,,6.7,2.1,0.0,8.7,20002001
28,Arturs Irbe,33,CAR,G,1,0.16,0,0,0,0,1,0,2,2,0.0,37.0,29.0,9.0,2.45,0.908,0.0,0.0,12.9,12.9,20002001
28,Jeff O'Neill,24,CAR,RW,1,0.16,0,0,0,0,1,41,26,67,-18.0,,,,,,6.8,1.5,0.0,8.3,20002001
1,Jose Theodore,25,MTL,G,434,70.0,26,16,9,5,2,0,2,2,0.0,30.0,24.0,10.0,2.11,0.931,0.0,0.0,17.4,17.4,20012002
2,Jarome Iginla,24,CGY,RW,434,70.0,23,18,12,5,3,52,44,96,27.0,,,,,,11.2,3.2,0.0,14.4,20012002
3,Patrick Roy,36,COL,G,283,45.65,8,15,12,11,5,0,3,3,0.0,32.0,23.0,8.0,1.94,0.925,0.0,0.0,13.3,13.3,20012002
4,Sean Burke,35,PHX,G,172,27.74,2,5,16,10,7,0,1,1,0.0,33.0,21.0,6.0,2.29,0.92,0.0,0.0,12.9,12.9,20012002
5,Markus Naslund,28,VAN,LW,64,10.32,0,0,4,10,14,40,50,90,22.0,,,,,,9.6,2.3,0.0,11.9,20012002
6,Ron Francis,38,CAR,C,48,7.74,1,2,3,2,3,27,50,77,4.0,,,,,,6.7,2.1,0.0,8.7,20012002
7,Joe Sakic,32,COL,C,41,6.61,2,1,2,1,1,26,53,79,12.0,,,,,,6.3,2.9,0.0,9.2,20012002
8,Mats Sundin,30,TOR,C,35,5.65,0,2,0,5,6,41,39,80,6.0,,,,,,8.7,1.6,0.0,10.3,20012002
9,Brendan Shanahan,33,DET,LW,24,3.87,0,2,1,1,2,37,38,75,23.0,,,,,,7.8,2.5,0.0,10.3,20012002
10,Michael Peca,27,NYI,C,11,1.77,0,1,0,1,1,25,35,60,19.0,,,,,,4.8,2.4,0.0,7.2,20012002
1,Peter Forsberg,29,COL,C,508,81.94,38,13,6,2,1,29,77,106,52.0,,,,,,10.2,3.4,0.0,13.6,20022003
2,Markus Naslund,29,VAN,LW,342,55.16,5,26,17,7,4,48,56,104,6.0,,,,,,11.7,1.8,0.0,13.5,20022003
3,Martin Brodeur,30,NJD,G,311,50.16,14,12,11,10,2,0,0,0,0.0,41.0,23.0,9.0,2.02,0.914,0.0,0.0,11.4,11.4,20022003
4,Joe Thornton,23,BOS,C,131,21.13,0,6,6,15,14,36,65,101,12.0,,,,,,10.1,2.0,0.0,12.1,20022003
5,Todd Bertuzzi,27,VAN,RW,100,16.13,2,2,7,7,10,46,51,97,2.0,,,,,,10.6,1.7,0.0,12.3,20022003
6,Al MacInnis,39,STL,D,46,7.42,0,2,4,3,3,16,52,68,22.0,,,,,,6.7,5.6,0.0,12.3,20022003
7,Mike Modano,32,DAL,C,43,6.94,1,0,3,5,3,28,57,85,34.0,,,,,,7.6,3.1,0.0,10.7,20022003
8,Nicklas Lidstrom,32,DET,D,41,6.61,0,0,4,6,3,18,44,62,40.0,,,,,,6.1,7.1,0.0,13.2,20022003
9,Sergei Fedorov,33,DET,C,22,3.55,1,0,2,0,2,36,47,83,15.0,,,,,,8.1,2.0,0.0,10.1,20022003
10,Marian Hossa,24,OTT,RW,14,2.26,0,0,1,2,3,45,35,80,8.0,,,,,,9.2,1.9,0.0,11.1,20022003
11,Marty Turco,27,DAL,G,11,1.77,0,0,1,1,3,0,3,3,0.0,31.0,10.0,10.0,1.73,0.932,0.0,0.0,11.9,11.9,20022003
12,Patrick Roy,37,COL,G,10,1.61,1,0,0,0,0,0,0,0,0.0,35.0,15.0,13.0,2.18,0.92,0.0,0.0,12.8,12.8,20022003
12,Milan Hejduk,26,COL,RW,10,1.61,0,1,0,0,3,50,48,98,52.0,,,,,,11.1,3.5,0.0,14.6,20022003
14,Nikolai Khabibulin,30,TBL,G,7,1.13,0,0,0,2,1,0,3,3,0.0,30.0,22.0,11.0,2.47,0.911,0.0,0.0,11.2,11.2,20022003
15,Ed Belfour,37,TOR,G,6,0.97,0,0,0,1,3,0,2,2,0.0,37.0,20.0,5.0,2.26,0.922,0.0,0.0,13.9,13.9,20022003
15,Mario Lemieux,37,PIT,C,6,0.97,0,0,0,1,3,28,63,91,-25.0,,,,,,8.3,1.1,0.0,9.4,20022003
17,Dany Heatley,22,ATL,RW,2,0.32,0,0,0,0,2,41,48,89,-8.0,,,,,,9.7,1.4,0.0,11.0,20022003
18,Jean-Sebastien Giguere,25,MDA,G,1,0.16,0,0,0,0,1,0,0,0,0.0,34.0,22.0,6.0,2.3,0.92,0.0,0.0,13.5,13.5,20022003
18,Mats Sundin,31,TOR,C,1,0.16,0,0,0,0,1,37,35,72,1.0,,,,,,7.4,1.6,0.0,9.0,20022003
1,Martin St. Louis,28,TBL,RW,1016,96.76,97,5,1,2,0,38,56,94,35.0,,,,,,10.1,3.1,0.0,13.2,20032004
2,Jarome Iginla,26,CGY,RW,253,24.1,2,20,15,3,9,41,32,73,21.0,,,,,,8.0,3.1,0.0,11.1,20032004
3,Martin Brodeur,31,NJD,G,213,20.29,2,14,11,11,7,0,0,0,0.0,38.0,26.0,11.0,2.03,0.917,0.0,0.0,12.5,12.5,20032004
4,Miikka Kiprusoff,27,CGY,G,193,18.38,0,19,7,7,4,0,1,1,0.0,24.0,10.0,4.0,1.69,0.933,0.0,0.0,8.4,8.4,20032004
5,Markus Naslund,30,VAN,LW,176,16.76,0,11,10,13,10,35,49,84,24.0,,,,,,9.0,2.5,0.0,11.4,20032004
6,Roberto Luongo,24,FLA,G,167,15.9,2,10,8,8,13,0,3,3,0.0,25.0,33.0,14.0,2.43,0.931,0.0,0.0,20.9,20.9,20032004
7,Joe Sakic,34,COL,C,144,13.71,0,6,9,15,12,33,54,87,11.0,,,,,,8.6,2.2,0.0,10.8,20032004
8,Marty Turco,28,DAL,G,87,8.29,0,3,8,6,8,0,1,1,0.0,37.0,21.0,13.0,1.98,0.913,0.0,0.0,10.4,10.4,20032004
9,Scott Niedermayer,30,NJD,D,70,6.67,0,2,6,7,5,14,40,54,20.0,,,,,,5.1,6.9,0.0,12.0,20032004
10,Ed Belfour,38,TOR,G,59,5.62,1,2,3,5,5,0,2,2,0.0,34.0,19.0,6.0,2.13,0.918,0.0,0.0,10.3,10.3,20032004
10,Ilya Kovalchuk,20,ATL,LW,59,5.62,0,1,7,4,5,41,46,87,-10.0,,,,,,8.9,1.7,0.0,10.6,20032004
12,Mats Sundin,32,TOR,C,55,5.24,0,4,4,1,4,31,44,75,11.0,,,,,,7.2,2.0,0.0,9.2,20032004
13,Andrew Raycroft,23,BOS,G,43,4.1,0,1,5,3,2,0,2,2,0.0,29.0,18.0,9.0,2.05,0.926,0.0,0.0,12.6,12.6,20032004
14,Patrik Elias,27,NJD,LW,37,3.52,0,1,3,4,3,38,43,81,26.0,,,,,,8.8,3.0,0.0,11.8,20032004
14,Joe Thornton,24,BOS,C,37,3.52,1,2,1,2,2,23,50,73,18.0,,,,,,6.3,2.5,0.0,8.8,20032004
16,Chris Pronger,29,STL,D,29,2.76,0,2,1,2,4,14,40,54,-1.0,,,,,,5.1,5.7,0.0,10.8,20032004
17,Daniel Alfredsson,31,OTT,RW,22,2.1,0,1,1,3,1,32,48,80,12.0,,,,,,8.6,1.9,0.0,10.4,20032004
18,Marian Hossa,25,OTT,RW,17,1.62,0,0,3,0,2,36,46,82,4.0,,,,,,9.2,1.6,0.0,10.8,20032004
19,Jose Theodore,27,MTL,G,14,1.33,0,1,0,2,1,0,3,3,0.0,33.0,28.0,5.0,2.27,0.919,0.0,0.0,13.2,13.2,20032004
20,Pavel Datsyuk,25,DET,C,10,0.95,0,0,0,3,1,30,38,68,-2.0,,,,,,7.2,1.2,0.0,8.4,20032004
21,Patrick Marleau,24,SJS,C,6,0.57,0,0,1,0,1,28,29,57,-5.0,,,,,,5.4,1.3,0.0,6.8,20032004
22,Brad Richards,23,TBL,C,5,0.48,0,0,1,0,0,26,53,79,14.0,,,,,,7.1,2.2,0.0,9.3,20032004
23,Evgeni Nabokov,28,SJS,G,4,0.38,0,0,0,1,1,0,0,0,0.0,31.0,19.0,8.0,2.21,0.921,0.0,0.0,11.8,11.8,20032004
23,Robert Lang,33,TOT,C,4,0.38,0,0,0,1,1,30,49,79,4.0,,,,,,8.1,1.9,0.0,10.0,20032004
25,Zdeno Chara,26,OTT,D,3,0.29,0,0,0,1,0,16,25,41,33.0,,,,,,4.3,6.1,0.0,10.3,20032004
25,Mark Recchi,35,PHI,LW,3,0.29,0,0,0,1,0,26,49,75,18.0,,,,,,7.2,2.2,0.0,9.4,20032004
25,Rick Nash,19,CBJ,LW,3,0.29,0,0,0,0,3,41,16,57,-35.0,,,,,,7.1,0.6,0.0,7.7,20032004
28,Kris Draper,32,DET,C,1,0.1,0,0,0,0,1,24,16,40,22.0,,,,,,3.9,2.1,0.0,6.0,20032004
1,Joe Thornton,26,TOT,C,1058,82.02,67,48,9,1,4,29,96,125,31.0,,,,,,10.2,3.1,0.0,13.3,20052006
2,Jaromir Jagr,33,NYR,RW,974,75.5,48,49,30,0,1,54,69,123,34.0,,,,,,12.1,3.4,0.0,15.5,20052006
3,Miikka Kiprusoff,29,CGY,G,561,43.49,10,24,45,20,8,0,2,2,0.0,42.0,20.0,11.0,2.07,0.923,0.0,0.0,16.2,16.2,20052006
4,Eric Staal,21,CAR,C,121,9.38,0,0,9,18,22,45,55,100,-8.0,,,,,,9.8,1.3,0.0,11.1,20052006
5,Daniel Alfredsson,33,OTT,RW,119,9.22,0,2,6,20,15,43,60,103,29.0,,,,,,9.7,2.6,0.0,12.3,20052006
6,Alex Ovechkin,20,WSH,LW,109,8.45,1,0,8,14,17,52,54,106,2.0,,,,,,11.0,1.6,0.0,12.7,20052006
7,Nicklas Lidstrom,35,DET,D,106,8.22,1,2,7,12,11,16,64,80,21.0,,,,,,6.8,6.1,0.0,12.9,20052006
8,Scott Niedermayer,32,MDA,D,66,5.12,1,0,2,13,7,13,50,63,8.0,,,,,,5.0,5.0,0.0,10.0,20052006
9,Henrik Lundqvist,23,NYR,G,46,3.57,0,2,4,2,6,0,2,2,0.0,30.0,12.0,9.0,2.24,0.922,0.0,0.0,12.2,12.2,20052006
